Pozo,Estado,Acuífero,Elev.Brocal,Latitud,Longitud,año,nivel_estatico,precip_mm,temp_C
405,Baja California Sur,LA PAZ,38.0,24.063056,-110.411111,2022,26.1,0.67,24.01
403,Baja California Sur,LA PAZ,33.0,24.038333,-110.37,2022,39.15,0.67,24.01
385,Baja California Sur,LA PAZ,17.0,24.085556,-110.408056,2022,17.96,0.67,24.01
380-R,Baja California Sur,LA PAZ,38.0,24.040833,-110.383889,2022,44.3,0.67,24.01
253,Baja California Sur,LA PAZ,5.0,24.092222,-110.398611,2022,6.0,0.67,24.01
252,Baja California Sur,LA PAZ,10.0,24.089167,-110.380556,2022,10.12,0.67,24.01
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2022,13.99,0.67,24.01
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2022,10.02,0.67,24.01
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2022,19.42,0.67,24.01
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2022,59.32,0.67,24.01
205,Baja California Sur,LA PAZ,25.0,24.053611,-110.359167,2022,42.16,0.67,24.01
197-A,Baja California Sur,LA PAZ,9.0,24.098611,-110.352778,2022,11.52,0.67,24.01
191-R,Baja California Sur,LA PAZ,10.0,24.096389,-110.3525,2022,8.3,0.67,24.01
182,Baja California Sur,LA PAZ,12.0,24.093611,-110.350556,2022,14.02,0.67,24.01
181-R,Baja California Sur,LA PAZ,17.0,24.073611,-110.348889,2022,23.3,0.67,24.01
172,Baja California Sur,LA PAZ,14.0,24.078611,-110.354444,2022,18.0,0.67,24.01
164,Baja California Sur,LA PAZ,51.0,24.061136,-110.320028,2022,76.28,0.67,24.01
151,Baja California Sur,LA PAZ,38.0,24.055,-110.333056,2022,57.99,0.67,24.01
141,Baja California Sur,LA PAZ,27.0,24.085097,-110.332044,2022,39.53,0.67,24.01
137,Baja California Sur,LA PAZ,28.0,24.09143,-110.31356,2022,46.16,0.67,24.01
135-R,Baja California Sur,LA PAZ,18.0,24.108056,-110.325556,2022,17.37,0.67,24.01
134,Baja California Sur,LA PAZ,20.0,24.104028,-110.323978,2022,21.14,0.67,24.01
129-B,Baja California Sur,LA PAZ,26.0,24.098483,-110.316931,2022,40.49,0.67,24.01
