Pozo,Estado,Acuífero,Elev.Brocal,Latitud,Longitud,año,nivel_piezometrico,precip_mm,temp_C
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,1997,35.73,270.67,24.02
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,1998,,337.99,23.9
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,1999,36.18,55.93,23.57
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2000,36.41,82.23,23.72
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2001,,316.65,23.32
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2002,36.96,130.81,23.39
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2003,36.98,377.61,23.54
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2004,37.16,218.6,23.27
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2005,37.6,175.53,23.24
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2006,37.99,197.03,24.06
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2007,38.02,180.56,23.37
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2008,38.0,184.97,23.83
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2009,38.08,254.98,23.9
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2010,39.15,111.93,23.15
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2011,38.8,90.29,23.87
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2012,38.74,348.92,23.82
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2013,38.08,189.53,23.79
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2014,39.09,426.42,24.94
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2015,,270.81,25.04
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2016,37.39,267.72,24.68
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2017,,205.95,24.52
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2018,,308.82,24.61
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2019,,445.63,23.94
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2020,,107.63,24.36
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2021,,342.8,24.35
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2022,,243.31,24.01
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2023,,396.31,24.49
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2024,,60.41,24.3
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2025,,,
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,1996,41.56,188.64,23.93
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,1997,,270.67,24.02
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,1998,,337.99,23.9
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,1999,,55.93,23.57
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2000,,82.23,23.72
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2001,,316.65,23.32
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2002,,130.81,23.39
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2003,42.63,377.61,23.54
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2004,42.78,218.6,23.27
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2005,43.13,175.53,23.24
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2006,,197.03,24.06
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2007,43.34,180.56,23.37
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2008,44.26,184.97,23.83
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2009,43.85,254.98,23.9
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2010,44.64,111.93,23.15
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2011,44.4,90.29,23.87
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2012,44.61,348.92,23.82
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2013,43.85,189.53,23.79
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2014,56.8,426.42,24.94
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2015,,270.81,25.04
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2016,,267.72,24.68
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2017,,205.95,24.52
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2018,,308.82,24.61
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2019,,445.63,23.94
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2020,,107.63,24.36
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2021,,342.8,24.35
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2022,59.32,243.31,24.01
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2023,,396.31,24.49
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2024,,60.41,24.3
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2025,,,
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,1996,21.14,188.64,23.93
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,1997,21.37,270.67,24.02
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,1998,,337.99,23.9
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,1999,21.6,55.93,23.57
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2000,,82.23,23.72
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2001,,316.65,23.32
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2002,22.32,130.81,23.39
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2003,22.66,377.61,23.54
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2004,22.79,218.6,23.27
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2005,22.38,175.53,23.24
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2006,22.59,197.03,24.06
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2007,,180.56,23.37
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2008,22.79,184.97,23.83
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2009,,254.98,23.9
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2010,22.84,111.93,23.15
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2011,,90.29,23.87
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2012,25.33,348.92,23.82
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2013,,189.53,23.79
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2014,31.77,426.42,24.94
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2015,,270.81,25.04
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2016,24.72,267.72,24.68
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2017,,205.95,24.52
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2018,,308.82,24.61
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2019,,445.63,23.94
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2020,,107.63,24.36
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2021,,342.8,24.35
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2022,,243.31,24.01
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2023,,396.31,24.49
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2024,,60.41,24.3
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2025,,,
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,1996,1.0,188.64,23.93
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,1997,,270.67,24.02
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,1998,,337.99,23.9
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,1999,,55.93,23.57
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2000,,82.23,23.72
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2001,,316.65,23.32
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2002,,130.81,23.39
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2003,,377.61,23.54
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2004,,218.6,23.27
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2005,34.03,175.53,23.24
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2006,,197.03,24.06
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2007,35.02,180.56,23.37
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2008,34.21,184.97,23.83
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2009,34.25,254.98,23.9
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2010,,111.93,23.15
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2011,35.0,90.29,23.87
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2012,35.55,348.92,23.82
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2013,34.25,189.53,23.79
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2014,35.25,426.42,24.94
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2015,,270.81,25.04
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2016,,267.72,24.68
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2017,,205.95,24.52
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2018,,308.82,24.61
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2019,,445.63,23.94
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2020,,107.63,24.36
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2021,,342.8,24.35
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2022,19.42,243.31,24.01
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2023,,396.31,24.49
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2024,,60.41,24.3
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2025,,,
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,1996,18.81,188.64,23.93
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,1997,18.39,270.67,24.02
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,1998,,337.99,23.9
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,1999,18.95,55.93,23.57
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2000,19.53,82.23,23.72
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2001,,316.65,23.32
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2002,,130.81,23.39
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2003,20.12,377.61,23.54
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2004,25.94,218.6,23.27
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2005,20.41,175.53,23.24
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2006,,197.03,24.06
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2007,21.12,180.56,23.37
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2008,20.54,184.97,23.83
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2009,20.78,254.98,23.9
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2010,21.06,111.93,23.15
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2011,21.88,90.29,23.87
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2012,,348.92,23.82
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2013,20.78,189.53,23.79
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2014,21.7,426.42,24.94
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2015,,270.81,25.04
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2016,22.14,267.72,24.68
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2017,,205.95,24.52
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2018,,308.82,24.61
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2019,,445.63,23.94
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2020,,107.63,24.36
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2021,,342.8,24.35
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2022,,243.31,24.01
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2023,,396.31,24.49
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2024,,60.41,24.3
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2025,,,
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,1996,15.4,188.64,23.93
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,1997,15.54,270.67,24.02
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,1998,,337.99,23.9
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,1999,16.05,55.93,23.57
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2000,16.16,82.23,23.72
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2001,,316.65,23.32
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2002,,130.81,23.39
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2003,12.98,377.61,23.54
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2004,16.08,218.6,23.27
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2005,16.3,175.53,23.24
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2006,16.38,197.03,24.06
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2007,16.51,180.56,23.37
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2008,,184.97,23.83
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2009,16.55,254.98,23.9
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2010,,111.93,23.15
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2011,17.38,90.29,23.87
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2012,,348.92,23.82
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2013,16.55,189.53,23.79
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2014,,426.42,24.94
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2015,,270.81,25.04
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2016,,267.72,24.68
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2017,,205.95,24.52
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2018,,308.82,24.61
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2019,,445.63,23.94
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2020,,107.63,24.36
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2021,,342.8,24.35
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2022,,243.31,24.01
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2023,,396.31,24.49
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2024,,60.41,24.3
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2025,,,
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,1996,6.35,188.64,23.93
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,1997,6.72,270.67,24.02
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,1998,,337.99,23.9
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,1999,6.49,55.93,23.57
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2000,6.9,82.23,23.72
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2001,,316.65,23.32
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2002,7.52,130.81,23.39
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2003,7.3,377.61,23.54
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2004,7.37,218.6,23.27
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2005,7.51,175.53,23.24
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2006,7.28,197.03,24.06
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2007,7.59,180.56,23.37
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2008,6.82,184.97,23.83
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2009,7.16,254.98,23.9
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2010,7.49,111.93,23.15
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2011,8.02,90.29,23.87
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2012,7.47,348.92,23.82
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2013,7.16,189.53,23.79
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2014,7.32,426.42,24.94
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2015,,270.81,25.04
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2016,7.8,267.72,24.68
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2017,,205.95,24.52
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2018,,308.82,24.61
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2019,,445.63,23.94
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2020,,107.63,24.36
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2021,,342.8,24.35
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2022,10.02,243.31,24.01
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2023,,396.31,24.49
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2024,,60.41,24.3
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2025,,,
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,1996,13.2,188.64,23.93
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,1997,13.67,270.67,24.02
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,1998,,337.99,23.9
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,1999,13.81,55.93,23.57
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2000,13.82,82.23,23.72
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2001,,316.65,23.32
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2002,13.65,130.81,23.39
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2003,13.64,377.61,23.54
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2004,13.11,218.6,23.27
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2005,13.53,175.53,23.24
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2006,13.83,197.03,24.06
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2007,13.8,180.56,23.37
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2008,13.89,184.97,23.83
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2009,13.82,254.98,23.9
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2010,13.82,111.93,23.15
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2011,14.49,90.29,23.87
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2012,13.6,348.92,23.82
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2013,13.82,189.53,23.79
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2014,15.04,426.42,24.94
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2015,,270.81,25.04
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2016,15.44,267.72,24.68
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2017,,205.95,24.52
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2018,,308.82,24.61
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2019,,445.63,23.94
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2020,,107.63,24.36
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2021,,342.8,24.35
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2022,,243.31,24.01
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2023,,396.31,24.49
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2024,,60.41,24.3
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2025,,,
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,1996,13.12,188.64,23.93
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,1997,12.5,270.67,24.02
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,1998,,337.99,23.9
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,1999,13.85,55.93,23.57
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2000,14.04,82.23,23.72
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2001,14.36,316.65,23.32
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2002,13.74,130.81,23.39
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2003,14.0,377.61,23.54
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2004,12.13,218.6,23.27
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2005,14.48,175.53,23.24
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2006,23.15,197.03,24.06
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2007,14.25,180.56,23.37
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2008,14.11,184.97,23.83
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2009,13.73,254.98,23.9
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2010,13.82,111.93,23.15
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2011,14.2,90.29,23.87
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2012,13.62,348.92,23.82
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2013,13.73,189.53,23.79
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2014,14.36,426.42,24.94
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2015,,270.81,25.04
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2016,14.84,267.72,24.68
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2017,,205.95,24.52
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2018,,308.82,24.61
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2019,,445.63,23.94
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2020,,107.63,24.36
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2021,,342.8,24.35
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2022,,243.31,24.01
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2023,,396.31,24.49
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2024,,60.41,24.3
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2025,,,
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,1996,,188.64,23.93
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,1997,,270.67,24.02
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,1998,,337.99,23.9
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,1999,32.68,55.93,23.57
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2000,33.8,82.23,23.72
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2001,,316.65,23.32
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2002,35.89,130.81,23.39
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2003,,377.61,23.54
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2004,40.11,218.6,23.27
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2005,37.04,175.53,23.24
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2006,40.03,197.03,24.06
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2007,37.8,180.56,23.37
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2008,40.17,184.97,23.83
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2009,,254.98,23.9
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2010,38.35,111.93,23.15
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2011,,90.29,23.87
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2012,31.69,348.92,23.82
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2013,,189.53,23.79
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2014,,426.42,24.94
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2015,,270.81,25.04
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2016,33.38,267.72,24.68
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2017,,205.95,24.52
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2018,,308.82,24.61
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2019,,445.63,23.94
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2020,,107.63,24.36
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2021,,342.8,24.35
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2022,13.99,243.31,24.01
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2023,,396.31,24.49
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2024,,60.41,24.3
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2025,,,
252,Baja California Sur,LA PAZ,10.0,24.089167,-110.380556,1996,9.85,188.64,23.93
252,Baja California Sur,LA PAZ,10.0,24.089167,-110.380556,1997,9.85,270.67,24.02
252,Baja California Sur,LA PAZ,10.0,24.089167,-110.380556,1998,,337.99,23.9
