ID,Latitude,Longitude,Date,EVI_16d,NDVI_16d
122-R,24.085389,-110.366992,16/10/2001,0.1792,0.2449
122-R,24.085389,-110.366992,01/11/2001,0.334,0.3785
122-R,24.085389,-110.366992,17/11/2001,0.172,0.2416
122-R,24.085389,-110.366992,03/12/2001,0.1521,0.2239
122-R,24.085389,-110.366992,19/12/2001,0.1256,0.1801
122-R,24.085389,-110.366992,01/01/2002,0.1177,0.1623
122-R,24.085389,-110.366992,17/01/2002,0.1973,0.2736
122-R,24.085389,-110.366992,02/02/2002,0.1087,0.154
122-R,24.085389,-110.366992,18/02/2002,0.1153,0.1636
122-R,24.085389,-110.366992,06/03/2002,0.1748,0.2202
122-R,24.085389,-110.366992,22/03/2002,0.1196,0.158
122-R,24.085389,-110.366992,07/04/2002,0.1311,0.1822
122-R,24.085389,-110.366992,23/04/2002,0.1426,0.1692
122-R,24.085389,-110.366992,09/05/2002,0.1217,0.1486
122-R,24.085389,-110.366992,25/05/2002,0.1185,0.1609
122-R,24.085389,-110.366992,10/06/2002,0.113,0.1515
122-R,24.085389,-110.366992,26/06/2002,0.1335,0.1604
122-R,24.085389,-110.366992,12/07/2002,0.1138,0.1417
122-R,24.085389,-110.366992,28/07/2002,0.1381,0.1848
122-R,24.085389,-110.366992,13/08/2002,0.1206,0.1685
122-R,24.085389,-110.366992,29/08/2002,0.2106,0.3084
122-R,24.085389,-110.366992,14/09/2002,0.157,0.2261
122-R,24.085389,-110.366992,30/09/2002,0.2746,0.3333
122-R,24.085389,-110.366992,16/10/2002,0.1305,0.1746
122-R,24.085389,-110.366992,01/11/2002,0.1188,0.1698
122-R,24.085389,-110.366992,17/11/2002,0.1482,0.201
122-R,24.085389,-110.366992,03/12/2002,0.089,0.1364
122-R,24.085389,-110.366992,19/12/2002,0.1484,0.1927
122-R,24.085389,-110.366992,01/01/2003,0.1132,0.1556
122-R,24.085389,-110.366992,17/01/2003,0.0929,0.1302
122-R,24.085389,-110.366992,02/02/2003,0.1851,0.2431
122-R,24.085389,-110.366992,18/02/2003,0.1395,0.1932
122-R,24.085389,-110.366992,06/03/2003,0.1017,0.1411
122-R,24.085389,-110.366992,22/03/2003,0.1168,0.1615
122-R,24.085389,-110.366992,07/04/2003,0.1215,0.1617
122-R,24.085389,-110.366992,23/04/2003,0.1058,0.14
122-R,24.085389,-110.366992,09/05/2003,0.131,0.1665
122-R,24.085389,-110.366992,25/05/2003,0.1093,0.1347
122-R,24.085389,-110.366992,10/06/2003,0.1121,0.1504
122-R,24.085389,-110.366992,26/06/2003,0.0945,0.1282
122-R,24.085389,-110.366992,12/07/2003,0.1009,0.1308
122-R,24.085389,-110.366992,28/07/2003,0.1288,0.1861
122-R,24.085389,-110.366992,13/08/2003,0.1297,0.173
122-R,24.085389,-110.366992,29/08/2003,0.2146,0.2831
122-R,24.085389,-110.366992,14/09/2003,0.187,0.2819
122-R,24.085389,-110.366992,30/09/2003,0.2345,0.3184
122-R,24.085389,-110.366992,16/10/2003,0.2029,0.2768
122-R,24.085389,-110.366992,01/11/2003,0.1421,0.201
122-R,24.085389,-110.366992,17/11/2003,0.1738,0.2306
122-R,24.085389,-110.366992,03/12/2003,0.1327,0.1984
122-R,24.085389,-110.366992,19/12/2003,0.1186,0.1773
122-R,24.085389,-110.366992,01/01/2004,0.1168,0.1699
122-R,24.085389,-110.366992,17/01/2004,0.1077,0.1661
122-R,24.085389,-110.366992,02/02/2004,0.1921,0.2481
122-R,24.085389,-110.366992,18/02/2004,0.1377,0.1912
122-R,24.085389,-110.366992,05/03/2004,0.1512,0.2215
122-R,24.085389,-110.366992,21/03/2004,0.1369,0.1795
122-R,24.085389,-110.366992,06/04/2004,0.1199,0.1629
122-R,24.085389,-110.366992,22/04/2004,0.1278,0.1637
122-R,24.085389,-110.366992,08/05/2004,0.1314,0.169
122-R,24.085389,-110.366992,24/05/2004,0.1281,0.165
122-R,24.085389,-110.366992,09/06/2004,0.1178,0.1613
122-R,24.085389,-110.366992,25/06/2004,0.1066,0.1431
122-R,24.085389,-110.366992,11/07/2004,0.1197,0.1618
122-R,24.085389,-110.366992,27/07/2004,0.1335,0.1896
122-R,24.085389,-110.366992,12/08/2004,0.131,0.1648
122-R,24.085389,-110.366992,28/08/2004,0.2058,0.2768
122-R,24.085389,-110.366992,13/09/2004,0.2298,0.2756
122-R,24.085389,-110.366992,29/09/2004,0.1724,0.2329
122-R,24.085389,-110.366992,15/10/2004,0.1257,0.1864
122-R,24.085389,-110.366992,31/10/2004,0.108,0.1752
122-R,24.085389,-110.366992,16/11/2004,0.1306,0.1682
122-R,24.085389,-110.366992,02/12/2004,0.1163,0.1654
122-R,24.085389,-110.366992,18/12/2004,0.1218,0.1694
122-R,24.085389,-110.366992,01/01/2005,0.088,0.1337
122-R,24.085389,-110.366992,17/01/2005,0.1115,0.1581
122-R,24.085389,-110.366992,02/02/2005,0.0963,0.1439
122-R,24.085389,-110.366992,18/02/2005,0.1144,0.1613
122-R,24.085389,-110.366992,06/03/2005,0.1509,0.2153
122-R,24.085389,-110.366992,22/03/2005,0.1441,0.1819
122-R,24.085389,-110.366992,07/04/2005,0.1307,0.1684
122-R,24.085389,-110.366992,23/04/2005,0.1206,0.1588
122-R,24.085389,-110.366992,09/05/2005,0.1185,0.1661
122-R,24.085389,-110.366992,25/05/2005,0.1238,0.1586
122-R,24.085389,-110.366992,10/06/2005,0.1234,0.1581
122-R,24.085389,-110.366992,26/06/2005,0.1204,0.1554
122-R,24.085389,-110.366992,12/07/2005,0.1243,0.1544
122-R,24.085389,-110.366992,28/07/2005,0.095,0.1277
122-R,24.085389,-110.366992,13/08/2005,0.1101,0.1468
122-R,24.085389,-110.366992,29/08/2005,0.1085,0.1547
122-R,24.085389,-110.366992,14/09/2005,0.1581,0.2003
122-R,24.085389,-110.366992,30/09/2005,0.2238,0.2862
122-R,24.085389,-110.366992,16/10/2005,0.1486,0.2033
122-R,24.085389,-110.366992,01/11/2005,0.1287,0.1778
122-R,24.085389,-110.366992,17/11/2005,0.0976,0.144
122-R,24.085389,-110.366992,03/12/2005,0.111,0.1526
122-R,24.085389,-110.366992,19/12/2005,0.0999,0.1504
122-R,24.085389,-110.366992,01/01/2006,0.1229,0.1648
122-R,24.085389,-110.366992,17/01/2006,0.1135,0.152
122-R,24.085389,-110.366992,02/02/2006,0.1449,0.1915
122-R,24.085389,-110.366992,18/02/2006,0.1047,0.1467
122-R,24.085389,-110.366992,06/03/2006,0.1235,0.1721
122-R,24.085389,-110.366992,22/03/2006,0.1604,0.1911
122-R,24.085389,-110.366992,07/04/2006,0.1294,0.1508
122-R,24.085389,-110.366992,23/04/2006,0.114,0.14
122-R,24.085389,-110.366992,09/05/2006,0.1178,0.1419
122-R,24.085389,-110.366992,25/05/2006,0.1009,0.1335
122-R,24.085389,-110.366992,10/06/2006,0.1197,0.1489
122-R,24.085389,-110.366992,26/06/2006,0.1083,0.1386
122-R,24.085389,-110.366992,12/07/2006,0.1124,0.1482
122-R,24.085389,-110.366992,28/07/2006,0.1512,0.1914
122-R,24.085389,-110.366992,13/08/2006,0.1352,0.206
122-R,24.085389,-110.366992,29/08/2006,0.1407,0.1882
122-R,24.085389,-110.366992,14/09/2006,0.2012,0.2873
122-R,24.085389,-110.366992,30/09/2006,0.2143,0.2927
122-R,24.085389,-110.366992,16/10/2006,0.1368,0.1943
122-R,24.085389,-110.366992,01/11/2006,0.1623,0.2236
122-R,24.085389,-110.366992,17/11/2006,0.1375,0.1884
122-R,24.085389,-110.366992,03/12/2006,0.1358,0.1914
122-R,24.085389,-110.366992,19/12/2006,0.1482,0.2012
122-R,24.085389,-110.366992,01/01/2007,0.1246,0.186
122-R,24.085389,-110.366992,17/01/2007,0.1204,0.1764
122-R,24.085389,-110.366992,02/02/2007,0.1148,0.1586
122-R,24.085389,-110.366992,18/02/2007,0.087,0.1733
122-R,24.085389,-110.366992,06/03/2007,0.1049,0.1446
122-R,24.085389,-110.366992,22/03/2007,0.1156,0.156
122-R,24.085389,-110.366992,07/04/2007,0.1102,0.1566
122-R,24.085389,-110.366992,23/04/2007,0.1287,0.1588
122-R,24.085389,-110.366992,09/05/2007,0.1237,0.1656
122-R,24.085389,-110.366992,25/05/2007,0.1085,0.1496
122-R,24.085389,-110.366992,10/06/2007,0.1229,0.1659
122-R,24.085389,-110.366992,26/06/2007,0.1213,0.1661
122-R,24.085389,-110.366992,12/07/2007,0.0985,0.1322
122-R,24.085389,-110.366992,28/07/2007,0.107,0.142
122-R,24.085389,-110.366992,13/08/2007,0.134,0.1788
122-R,24.085389,-110.366992,29/08/2007,0.1093,0.1521
122-R,24.085389,-110.366992,14/09/2007,0.2461,0.304
122-R,24.085389,-110.366992,30/09/2007,0.1838,0.2425
122-R,24.085389,-110.366992,16/10/2007,0.1484,0.1986
122-R,24.085389,-110.366992,01/11/2007,0.134,0.179
122-R,24.085389,-110.366992,17/11/2007,0.1256,0.1702
122-R,24.085389,-110.366992,03/12/2007,0.1331,0.1761
122-R,24.085389,-110.366992,19/12/2007,0.1837,0.2382
122-R,24.085389,-110.366992,01/01/2008,0.1313,0.1787
122-R,24.085389,-110.366992,17/01/2008,0.1219,0.1765
122-R,24.085389,-110.366992,02/02/2008,0.1048,0.1386
122-R,24.085389,-110.366992,18/02/2008,0.0978,0.1375
122-R,24.085389,-110.366992,05/03/2008,0.1244,0.1571
122-R,24.085389,-110.366992,21/03/2008,0.1259,0.1657
122-R,24.085389,-110.366992,06/04/2008,0.1171,0.159
122-R,24.085389,-110.366992,22/04/2008,0.1237,0.1618
122-R,24.085389,-110.366992,08/05/2008,0.1106,0.1371
122-R,24.085389,-110.366992,24/05/2008,0.1319,0.1668
122-R,24.085389,-110.366992,09/06/2008,0.142,0.1848
122-R,24.085389,-110.366992,25/06/2008,0.1174,0.1467
122-R,24.085389,-110.366992,11/07/2008,0.1354,0.1656
122-R,24.085389,-110.366992,27/07/2008,0.1171,0.1551
122-R,24.085389,-110.366992,12/08/2008,0.1021,0.1485
122-R,24.085389,-110.366992,28/08/2008,0.1941,0.2535
122-R,24.085389,-110.366992,13/09/2008,0.1575,0.1983
122-R,24.085389,-110.366992,29/09/2008,0.1218,0.1762
122-R,24.085389,-110.366992,15/10/2008,0.1485,0.1859
122-R,24.085389,-110.366992,31/10/2008,0.1127,0.1509
122-R,24.085389,-110.366992,16/11/2008,0.2177,0.2566
122-R,24.085389,-110.366992,02/12/2008,0.1002,0.1367
122-R,24.085389,-110.366992,18/12/2008,0.1212,0.1584
122-R,24.085389,-110.366992,01/01/2009,0.0983,0.1388
122-R,24.085389,-110.366992,17/01/2009,0.0987,0.1364
122-R,24.085389,-110.366992,02/02/2009,0.0999,0.1407
122-R,24.085389,-110.366992,18/02/2009,0.1121,0.1489
122-R,24.085389,-110.366992,06/03/2009,0.1218,0.1512
122-R,24.085389,-110.366992,22/03/2009,0.1377,0.1721
122-R,24.085389,-110.366992,07/04/2009,0.1085,0.1327
122-R,24.085389,-110.366992,23/04/2009,0.0912,0.1289
122-R,24.085389,-110.366992,09/05/2009,0.1034,0.1365
122-R,24.085389,-110.366992,25/05/2009,0.1047,0.1323
122-R,24.085389,-110.366992,10/06/2009,0.1332,0.159
122-R,24.085389,-110.366992,26/06/2009,0.1029,0.1429
122-R,24.085389,-110.366992,12/07/2009,0.1469,0.1768
122-R,24.085389,-110.366992,28/07/2009,0.0911,0.1285
122-R,24.085389,-110.366992,13/08/2009,0.0946,0.1325
122-R,24.085389,-110.366992,29/08/2009,0.1696,0.2029
122-R,24.085389,-110.366992,14/09/2009,0.1658,0.2199
122-R,24.085389,-110.366992,30/09/2009,0.2152,0.2618
122-R,24.085389,-110.366992,16/10/2009,0.2473,0.3323
122-R,24.085389,-110.366992,01/11/2009,0.1678,0.2303
122-R,24.085389,-110.366992,17/11/2009,0.1492,0.2159
122-R,24.085389,-110.366992,03/12/2009,0.1472,0.2107
122-R,24.085389,-110.366992,19/12/2009,0.1356,0.1923
122-R,24.085389,-110.366992,01/01/2010,0.1181,0.1806
122-R,24.085389,-110.366992,17/01/2010,0.1339,0.1806
122-R,24.085389,-110.366992,02/02/2010,0.1242,0.1706
122-R,24.085389,-110.366992,18/02/2010,0.1171,0.161
122-R,24.085389,-110.366992,06/03/2010,0.1271,0.1722
122-R,24.085389,-110.366992,22/03/2010,0.1143,0.1541
122-R,24.085389,-110.366992,07/04/2010,0.1178,0.1585
122-R,24.085389,-110.366992,23/04/2010,0.1293,0.1756
122-R,24.085389,-110.366992,09/05/2010,0.1363,0.1738
122-R,24.085389,-110.366992,25/05/2010,0.1213,0.1518
122-R,24.085389,-110.366992,10/06/2010,0.1411,0.1736
122-R,24.085389,-110.366992,26/06/2010,0.1166,0.1524
122-R,24.085389,-110.366992,12/07/2010,0.1089,0.1464
122-R,24.085389,-110.366992,28/07/2010,0.1098,0.1577
122-R,24.085389,-110.366992,13/08/2010,0.1018,0.1439
122-R,24.085389,-110.366992,29/08/2010,0.1155,0.1685
122-R,24.085389,-110.366992,14/09/2010,0.1156,0.1526
122-R,24.085389,-110.366992,30/09/2010,0.1102,0.1415
122-R,24.085389,-110.366992,16/10/2010,0.1297,0.1763
122-R,24.085389,-110.366992,01/11/2010,0.1307,0.1763
122-R,24.085389,-110.366992,17/11/2010,0.1227,0.1655
122-R,24.085389,-110.366992,03/12/2010,0.1124,0.1558
122-R,24.085389,-110.366992,19/12/2010,0.0855,0.1139
122-R,24.085389,-110.366992,01/01/2011,0.1207,0.1685
122-R,24.085389,-110.366992,17/01/2011,0.1051,0.1405
122-R,24.085389,-110.366992,02/02/2011,0.1225,0.1604
122-R,24.085389,-110.366992,18/02/2011,0.1314,0.1634
122-R,24.085389,-110.366992,06/03/2011,0.1034,0.1377
122-R,24.085389,-110.366992,22/03/2011,0.1014,0.1403
122-R,24.085389,-110.366992,07/04/2011,0.0981,0.1402
122-R,24.085389,-110.366992,23/04/2011,0.1246,0.1524
122-R,24.085389,-110.366992,09/05/2011,0.1102,0.1334
122-R,24.085389,-110.366992,25/05/2011,0.1152,0.1476
122-R,24.085389,-110.366992,10/06/2011,0.0953,0.1244
122-R,24.085389,-110.366992,26/06/2011,0.1416,0.1763
122-R,24.085389,-110.366992,12/07/2011,0.1207,0.1885
122-R,24.085389,-110.366992,28/07/2011,0.1254,0.1742
122-R,24.085389,-110.366992,13/08/2011,0.1041,0.1355
122-R,24.085389,-110.366992,29/08/2011,0.1174,0.1566
122-R,24.085389,-110.366992,14/09/2011,0.0999,0.1382
122-R,24.085389,-110.366992,30/09/2011,0.1034,0.1289
122-R,24.085389,-110.366992,16/10/2011,0.1769,0.2109
122-R,24.085389,-110.366992,01/11/2011,0.1086,0.148
122-R,24.085389,-110.366992,17/11/2011,0.0783,0.1197
122-R,24.085389,-110.366992,03/12/2011,0.1173,0.1489
122-R,24.085389,-110.366992,19/12/2011,0.085,0.1177
122-R,24.085389,-110.366992,01/01/2012,0.1171,0.1547
122-R,24.085389,-110.366992,17/01/2012,0.1357,0.1628
122-R,24.085389,-110.366992,02/02/2012,0.1173,0.1439
122-R,24.085389,-110.366992,18/02/2012,0.1007,0.1338
122-R,24.085389,-110.366992,05/03/2012,0.0869,0.123
122-R,24.085389,-110.366992,21/03/2012,0.1213,0.1489
122-R,24.085389,-110.366992,06/04/2012,0.1038,0.1279
122-R,24.085389,-110.366992,22/04/2012,0.0916,0.1176
122-R,24.085389,-110.366992,08/05/2012,0.1216,0.1471
122-R,24.085389,-110.366992,24/05/2012,0.104,0.1253
122-R,24.085389,-110.366992,09/06/2012,0.1577,0.1804
122-R,24.085389,-110.366992,25/06/2012,0.099,0.1544
122-R,24.085389,-110.366992,11/07/2012,0.0813,0.1208
122-R,24.085389,-110.366992,27/07/2012,0.0908,0.1143
122-R,24.085389,-110.366992,12/08/2012,0.1022,0.1262
122-R,24.085389,-110.366992,28/08/2012,0.1674,0.21
122-R,24.085389,-110.366992,13/09/2012,0.1579,0.2004
122-R,24.085389,-110.366992,29/09/2012,0.2013,0.2568
122-R,24.085389,-110.366992,15/10/2012,0.2722,0.3527
122-R,24.085389,-110.366992,31/10/2012,0.1679,0.2297
122-R,24.085389,-110.366992,16/11/2012,0.1461,0.1978
122-R,24.085389,-110.366992,02/12/2012,0.1455,0.2037
122-R,24.085389,-110.366992,18/12/2012,0.1579,0.2467
122-R,24.085389,-110.366992,01/01/2013,0.1579,0.2467
122-R,24.085389,-110.366992,17/01/2013,0.1437,0.1891
122-R,24.085389,-110.366992,02/02/2013,0.1192,0.1718
122-R,24.085389,-110.366992,18/02/2013,0.1294,0.1826
122-R,24.085389,-110.366992,06/03/2013,0.1268,0.1616
122-R,24.085389,-110.366992,22/03/2013,0.1109,0.1559
122-R,24.085389,-110.366992,07/04/2013,0.1026,0.1525
122-R,24.085389,-110.366992,23/04/2013,0.1112,0.1503
122-R,24.085389,-110.366992,09/05/2013,0.1066,0.151
122-R,24.085389,-110.366992,25/05/2013,0.1092,0.1435
122-R,24.085389,-110.366992,10/06/2013,0.1183,0.1569
122-R,24.085389,-110.366992,26/06/2013,0.1113,0.1455
122-R,24.085389,-110.366992,12/07/2013,0.1088,0.1445
122-R,24.085389,-110.366992,28/07/2013,0.1157,0.1528
122-R,24.085389,-110.366992,13/08/2013,0.1229,0.1759
122-R,24.085389,-110.366992,29/08/2013,0.1259,0.1749
122-R,24.085389,-110.366992,14/09/2013,0.1748,0.2544
122-R,24.085389,-110.366992,30/09/2013,0.163,0.2344
122-R,24.085389,-110.366992,16/10/2013,0.1193,0.1758
122-R,24.085389,-110.366992,01/11/2013,0.1367,0.1965
122-R,24.085389,-110.366992,17/11/2013,0.117,0.1792
122-R,24.085389,-110.366992,03/12/2013,0.1188,0.1655
122-R,24.085389,-110.366992,19/12/2013,0.1201,0.1738
122-R,24.085389,-110.366992,01/01/2014,0.1054,0.1561
122-R,24.085389,-110.366992,17/01/2014,0.1191,0.1631
122-R,24.085389,-110.366992,02/02/2014,0.1059,0.152
122-R,24.085389,-110.366992,18/02/2014,0.1195,0.1588
122-R,24.085389,-110.366992,06/03/2014,0.1007,0.1375
122-R,24.085389,-110.366992,22/03/2014,0.1068,0.143
122-R,24.085389,-110.366992,07/04/2014,0.1097,0.1424
122-R,24.085389,-110.366992,23/04/2014,0.1139,0.1425
122-R,24.085389,-110.366992,09/05/2014,0.1133,0.1472
122-R,24.085389,-110.366992,25/05/2014,0.1094,0.1463
122-R,24.085389,-110.366992,10/06/2014,0.1145,0.1435
122-R,24.085389,-110.366992,26/06/2014,0.1274,0.1598
122-R,24.085389,-110.366992,12/07/2014,0.1146,0.1648
122-R,24.085389,-110.366992,28/07/2014,0.1289,0.1686
122-R,24.085389,-110.366992,13/08/2014,0.1073,0.1627
122-R,24.085389,-110.366992,29/08/2014,0.2541,0.3259
122-R,24.085389,-110.366992,14/09/2014,0.2785,0.362
122-R,24.085389,-110.366992,30/09/2014,0.2634,0.3475
122-R,24.085389,-110.366992,16/10/2014,0.2056,0.273
122-R,24.085389,-110.366992,01/11/2014,0.1594,0.2316
122-R,24.085389,-110.366992,17/11/2014,0.1315,0.1858
122-R,24.085389,-110.366992,03/12/2014,0.1164,0.1784
122-R,24.085389,-110.366992,19/12/2014,0.1183,0.1694
122-R,24.085389,-110.366992,01/01/2015,0.1485,0.2025
122-R,24.085389,-110.366992,17/01/2015,0.1009,0.1611
122-R,24.085389,-110.366992,02/02/2015,0.0972,0.1435
122-R,24.085389,-110.366992,18/02/2015,0.0992,0.1388
122-R,24.085389,-110.366992,06/03/2015,0.1063,0.1597
122-R,24.085389,-110.366992,22/03/2015,0.0905,0.1344
122-R,24.085389,-110.366992,07/04/2015,0.0949,0.1359
122-R,24.085389,-110.366992,23/04/2015,0.1064,0.1501
122-R,24.085389,-110.366992,09/05/2015,0.0978,0.1295
122-R,24.085389,-110.366992,25/05/2015,0.1067,0.1523
122-R,24.085389,-110.366992,10/06/2015,0.0974,0.1277
122-R,24.085389,-110.366992,26/06/2015,0.1009,0.151
122-R,24.085389,-110.366992,12/07/2015,0.1617,0.2138
122-R,24.085389,-110.366992,28/07/2015,0.1767,0.2369
122-R,24.085389,-110.366992,13/08/2015,0.1499,0.2157
122-R,24.085389,-110.366992,29/08/2015,0.1525,0.2146
122-R,24.085389,-110.366992,14/09/2015,0.1619,0.2502
122-R,24.085389,-110.366992,30/09/2015,0.1562,0.2391
122-R,24.085389,-110.366992,16/10/2015,0.1494,0.2094
122-R,24.085389,-110.366992,01/11/2015,0.1544,0.2244
122-R,24.085389,-110.366992,17/11/2015,0.1392,0.19
122-R,24.085389,-110.366992,03/12/2015,0.139,0.1945
122-R,24.085389,-110.366992,19/12/2015,0.1296,0.1841
122-R,24.085389,-110.366992,01/01/2016,0.1267,0.1922
122-R,24.085389,-110.366992,17/01/2016,0.1198,0.17
122-R,24.085389,-110.366992,02/02/2016,0.1182,0.1601
122-R,24.085389,-110.366992,18/02/2016,0.1048,0.1494
122-R,24.085389,-110.366992,05/03/2016,0.098,0.1442
122-R,24.085389,-110.366992,21/03/2016,0.1541,0.2154
122-R,24.085389,-110.366992,06/04/2016,0.1032,0.1348
122-R,24.085389,-110.366992,22/04/2016,0.0958,0.1335
122-R,24.085389,-110.366992,08/05/2016,0.0903,0.1342
122-R,24.085389,-110.366992,24/05/2016,0.1252,0.1558
122-R,24.085389,-110.366992,09/06/2016,0.0953,0.1327
122-R,24.085389,-110.366992,25/06/2016,0.095,0.1314
122-R,24.085389,-110.366992,11/07/2016,0.1014,0.1559
122-R,24.085389,-110.366992,27/07/2016,0.1044,0.1519
122-R,24.085389,-110.366992,12/08/2016,0.2159,0.3165
122-R,24.085389,-110.366992,28/08/2016,0.1367,0.1825
122-R,24.085389,-110.366992,13/09/2016,0.2252,0.3009
122-R,24.085389,-110.366992,29/09/2016,0.1366,0.1876
122-R,24.085389,-110.366992,15/10/2016,0.1242,0.1791
122-R,24.085389,-110.366992,31/10/2016,0.1536,0.2016
122-R,24.085389,-110.366992,16/11/2016,0.1084,0.149
122-R,24.085389,-110.366992,02/12/2016,0.1035,0.1464
122-R,24.085389,-110.366992,18/12/2016,0.1217,0.178
122-R,24.085389,-110.366992,01/01/2017,0.1008,0.1388
122-R,24.085389,-110.366992,17/01/2017,0.1155,0.189
122-R,24.085389,-110.366992,02/02/2017,0.1028,0.1433
122-R,24.085389,-110.366992,18/02/2017,0.1193,0.1508
122-R,24.085389,-110.366992,06/03/2017,0.0983,0.148
122-R,24.085389,-110.366992,22/03/2017,0.1002,0.1395
122-R,24.085389,-110.366992,07/04/2017,0.0941,0.138
122-R,24.085389,-110.366992,23/04/2017,0.0978,0.1445
122-R,24.085389,-110.366992,09/05/2017,0.0994,0.1289
122-R,24.085389,-110.366992,25/05/2017,0.1017,0.1372
122-R,24.085389,-110.366992,10/06/2017,0.107,0.1435
122-R,24.085389,-110.366992,26/06/2017,0.1134,0.1721
122-R,24.085389,-110.366992,12/07/2017,0.1108,0.1513
122-R,24.085389,-110.366992,28/07/2017,0.084,0.1318
122-R,24.085389,-110.366992,13/08/2017,0.0795,0.1398
122-R,24.085389,-110.366992,29/08/2017,0.1618,0.2304
122-R,24.085389,-110.366992,14/09/2017,0.174,0.2339
122-R,24.085389,-110.366992,30/09/2017,0.1563,0.2259
122-R,24.085389,-110.366992,16/10/2017,0.1386,0.1885
122-R,24.085389,-110.366992,01/11/2017,0.1106,0.1553
122-R,24.085389,-110.366992,17/11/2017,0.109,0.1563
122-R,24.085389,-110.366992,03/12/2017,0.1388,0.1901
122-R,24.085389,-110.366992,19/12/2017,0.1514,0.2
122-R,24.085389,-110.366992,01/01/2018,0.1051,0.1398
122-R,24.085389,-110.366992,17/01/2018,0.105,0.1556
122-R,24.085389,-110.366992,02/02/2018,0.0976,0.131
122-R,24.085389,-110.366992,18/02/2018,0.0895,0.125
122-R,24.085389,-110.366992,06/03/2018,0.0965,0.1356
122-R,24.085389,-110.366992,22/03/2018,0.0906,0.1265
122-R,24.085389,-110.366992,07/04/2018,0.119,0.146
122-R,24.085389,-110.366992,23/04/2018,0.1174,0.1434
122-R,24.085389,-110.366992,09/05/2018,0.0902,0.1192
122-R,24.085389,-110.366992,25/05/2018,0.1012,0.128
122-R,24.085389,-110.366992,10/06/2018,0.0803,0.1232
122-R,24.085389,-110.366992,26/06/2018,0.1119,0.1509
122-R,24.085389,-110.366992,12/07/2018,0.0969,0.1213
122-R,24.085389,-110.366992,28/07/2018,0.0794,0.1055
122-R,24.085389,-110.366992,13/08/2018,0.1112,0.1471
122-R,24.085389,-110.366992,29/08/2018,0.2283,0.2949
122-R,24.085389,-110.366992,14/09/2018,0.1496,0.2
122-R,24.085389,-110.366992,30/09/2018,0.1676,0.2359
122-R,24.085389,-110.366992,16/10/2018,0.1502,0.2176
122-R,24.085389,-110.366992,01/11/2018,0.133,0.1865
122-R,24.085389,-110.366992,17/11/2018,0.1477,0.1905
122-R,24.085389,-110.366992,03/12/2018,0.1497,0.1981
122-R,24.085389,-110.366992,19/12/2018,0.1559,0.2481
122-R,24.085389,-110.366992,01/01/2019,0.1611,0.2247
122-R,24.085389,-110.366992,17/01/2019,0.1675,0.265
122-R,24.085389,-110.366992,02/02/2019,0.1441,0.2006
122-R,24.085389,-110.366992,18/02/2019,0.142,0.1991
