id,clvmun,municipio,clvedo,estado,clvrha,rha,clvacuifer,acuifero,titulo,numapro,uso,grupouso,volsb,clavelocal,nomlocal,gastoma,sciansecto,sciansubra,usuario,corterepda,titular,x_coord,y_coord
799337,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS104684/06AMDL18",1,Agr�cola inscrito,Agropecuario,113200.000000000000000,,Ejido Chametla,29.000000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO CHAMETLA,-110.397,24.055
799341,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,BCS101501,6,M�ltiples,Agropecuario,237200.000000000000000,,,32.000000000000000,"Generaci�n de energia el�ctrica, suministro de agua y gas natural",Sin informaci�n,Sin informaci�n,2022,"EJIDO EL CENTENARIO, ROSA ADRIANA MACIAS CASTILLO, PEDRO PULIDO HERNANDEZ, ORGANICOS BAJA SUR, S.P.R",-110.406,24.069
799342,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,BCS101501,3,M�ltiples,Agropecuario,327000.000000000000000,,,45.000000000000000,"Generaci�n de energia el�ctrica, suministro de agua y gas natural",Sin informaci�n,Sin informaci�n,2022,"EJIDO EL CENTENARIO, ROSA ADRIANA MACIAS CASTILLO, PEDRO PULIDO HERNANDEZ, ORGANICOS BAJA SUR, S.P.R",-110.408,24.062
799347,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",3,Pecuario,Agropecuario,3000.000000000000000,,El Centenario,1.000000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.431,24.119
799350,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",2,Pecuario,Agropecuario,3000.000000000000000,,El Centenario,1.500000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.348,24.119
799351,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",20,Pecuario,Agropecuario,1500.000000000000000,,El Centenario,0.000000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.427,24.118
799352,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",6,Pecuario,Agropecuario,3000.000000000000000,,El Centenario,0.500000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.430,24.118
799353,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",33,Pecuario,Agropecuario,3000.000000000000000,,El Centenario,1.500000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.400,24.092
799355,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",22,Pecuario,Agropecuario,3000.000000000000000,,El Centenario,1.500000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.428,24.119
799356,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",4,Pecuario,Agropecuario,3000.000000000000000,,El Centenario,1.500000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.431,24.119
799357,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",17,Pecuario,Agropecuario,1500.000000000000000,,El Centenario,0.000000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.426,24.118
799359,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",14,Pecuario,Agropecuario,3000.000000000000000,,El Centenario,1.500000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.424,24.114
799360,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",32,Pecuario,Agropecuario,3000.000000000000000,,El Centenario,1.500000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.397,24.082
799361,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",9,Pecuario,Agropecuario,3000.000000000000000,,El Centenario,1.500000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.430,24.116
799362,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",11,Pecuario,Agropecuario,3000.000000000000000,,El Centenario,0.500000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.428,24.108
799363,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",34,Pecuario,Agropecuario,3000.000000000000000,,El Centenario,1.500000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.388,24.095
799364,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",18,Pecuario,Agropecuario,1500.000000000000000,,El Centenario,0.000000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.427,24.118
799367,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",21,Pecuario,Agropecuario,1500.000000000000000,,El Centenario,0.000000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.428,24.118
799369,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",15,Pecuario,Agropecuario,3000.000000000000000,,El Centenario,1.500000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.423,24.113
799370,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",8,Pecuario,Agropecuario,3000.000000000000000,,El Centenario,1.500000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.429,24.117
799371,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",28,Pecuario,Agropecuario,3000.000000000000000,,El Centenario,1.500000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.389,24.088
799374,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",23,Pecuario,Agropecuario,3000.000000000000000,,El Centenario,1.500000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.429,24.119
799376,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",1,Pecuario,Agropecuario,3000.000000000000000,,El Centenario,1.500000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.392,24.096
799377,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",12,Pecuario,Agropecuario,3000.000000000000000,,El Centenario,0.500000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.351,24.113
799378,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",7,Pecuario,Agropecuario,3000.000000000000000,,El Centenario,1.500000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.429,24.118
799379,"003",La Paz,"03",Baja California Sur,I,Pen�nsula de Baja California,"0324",La Paz,"01BCS102319/06GPDL18",27,Pecuario,Agropecuario,1500.000000000000000,,El Centenario,0.000000000000000,Agricultura,Sin informaci�n,Ejidos,2022,EJIDO EL CENTENARIO,-110.428,24.113
